0,0.47347,4.9403,8.5406
36.964,0.65384,4.004,8.8221
37.062,0.61702,3.9365,8.99
37.16,0.48903,3.871,8.9945
37.258,0.6004,3.9473,8.9668
37.356,0.63214,4.0082,8.89
37.454,0.59426,3.9582,8.8698
37.552,0.49816,3.8936,9.0288
37.65,0.63708,3.9775,8.8942
37.748,0.7468,4.0202,8.8851
37.846,0.79575,3.9284,9.2844
37.944,0.76072,4.1185,8.8477
38.042,1.0583,4.4761,8.6799
38.14,0.78437,4.385,8.7498
38.238,0.54068,4.4963,8.5707
38.336,0.70294,4.5698,8.533
38.434,0.66342,4.6728,8.4145
38.532,0.6471,4.6553,8.2112
38.63,0.72554,4.419,7.3565
38.728,0.76596,3.406,9.8883
38.826,0.68602,2.7642,10.969
38.924,0.91714,3.3409,10.755
39.023,0.66147,3.7563,9.0114
39.121,0.68617,5.2478,7.1184
39.219,0.78617,5.4812,7.7576
39.317,-0.34593,4.9114,3.7894
39.415,-0.21899,0.6501,6.7055
39.513,0.60624,-3.2228,17.884
39.611,0.50715,-2.4209,14.818
39.709,0.53304,1.4264,8.3766
39.807,-0.32318,5.3418,-0.069456
39.905,-0.024699,3.8424,3.8829
40.003,0.052241,0.094005,10.077
40.101,1.1047,-2.5568,16.124
40.199,1.7524,-1.18,13.166
40.297,1.7602,0.28112,11.999
40.395,0.73003,2.4922,5.9655
40.493,-0.23516,5.3955,2.3747
40.591,0.25342,4.9562,5.1108
40.689,0.23666,1.777,8.5079
40.787,1.4078,-1.334,14.887
40.885,1.4675,-1.4098,14.545
40.983,1.2265,0.072898,11.277
41.082,0.42152,2.5223,6.7552
41.18,-0.23426,4.7103,3.6581
41.278,0.065863,4.0272,5.3891
41.376,0.24324,0.48379,10.13
41.474,2.182,-1.816,14.6
41.572,2.2708,-1.0626,12.936
41.67,1.5514,0.24699,10.379
41.768,0.56927,2.5723,6.5526
41.866,-0.31674,4.185,4.1461
41.964,0.34084,2.9936,7.5594
42.062,0.51433,0.11227,11.092
42.16,1.3385,-2.0569,14.428
42.258,1.6133,-0.94304,12.428
42.356,0.73093,0.6016,9.5462
42.454,0.040865,3.5499,5.6855
42.552,0.21166,4.9878,3.8485
42.65,0.19115,2.6866,7.4261
42.748,1.7802,-0.37527,13.24
42.846,1.8469,-0.68198,13.703
42.944,1.5852,0.65728,11.229
43.042,0.57046,2.7347,7.3961
43.14,-0.11631,4.9611,3.6677
43.239,-0.35416,3.9126,6.6197
43.337,0.45655,1.9049,8.6989
43.435,1.1608,-1.2888,14.509
43.533,1.4634,-0.54038,13.369
43.631,1.5934,0.1702,12.815
43.729,0.62839,1.6701,8.4906
43.827,-1.012,3.262,3.2839
43.925,-0.30492,3.8307,2.294
44.023,1.1017,2.2814,6.9688
44.121,2.5419,-1.3677,14.378
44.219,2.0594,-1.7081,14.874
44.317,2.1117,-0.62839,12.839
44.415,1.2429,0.60474,10.108
44.513,0.72794,2.9323,7.4097
44.611,0.14011,4.9165,5.0918
44.709,-0.81985,5.6292,2.201
44.807,0.25687,3.9428,4.145
44.905,1.4975,-1.4158,14.966
45.003,0.61821,-3.2029,14.459
45.101,0.89783,-1.9641,13.979
45.199,1.4601,0.13337,10.787
45.298,0.38964,2.7986,6.5344
45.396,-0.14445,5.5793,2.7965
45.494,-0.84933,6.3511,2.9833
45.592,0.07679,5.4463,4.5106
45.69,0.089514,2.0751,8.9869
45.788,2.1347,-0.012724,14.927
45.886,2.2033,-0.31929,13.58
45.984,1.2099,0.38021,11.436
46.082,1.5042,2.2308,8.9089
46.18,0.65414,3.4378,8.704
46.278,0.020358,4.5022,7.3813
46.376,-0.54562,5.7801,3.5309
46.474,-0.050744,6.0618,2.1849
46.572,-0.67525,2.0847,9.0791
